itemID,item,item_type,category,choices,definition,gloss,complexity_category,,		
item_288a,household_textbox,word,household,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_290,bloem,word,outside_and_places,understands; produces,bloem,flower,,,	
item_291,boerderij,word,outside_and_places,understands; produces,boerderij,farm,,,	
item_292,boom,word,outside_and_places,understands; produces,boom,tree,,,	
item_293,bos,word,outside_and_places,understands; produces,bos,woods,,,	
item_294,buiten,word,outside_and_places,understands; produces,buiten,outside,,,	
item_295,creche,word,outside_and_places,understands; produces,crèche / kinderdagverblijf,daycare,,,	
item_296,feestje,word,outside_and_places,understands; produces,feestje,party,,,	
item_297,glijbaan,word,outside_and_places,understands; produces,glijbaan,slide (object),,,	
item_298,huis,word,outside_and_places,understands; produces,huis,house,,,	
item_299,kerk,word,outside_and_places,understands; produces,kerk,church,,,	
item_300,kermis,word,outside_and_places,understands; produces,kermis,canival,,,	
item_301,lucht,word,outside_and_places,understands; produces,lucht / hemel,sky,,,	
item_302,maan,word,outside_and_places,understands; produces,maan,moon,,,	
item_303,park,word,outside_and_places,understands; produces,park,park,,,	
item_304,regen,word,outside_and_places,understands; produces,regen,rain,,,	
item_305,schommel,word,outside_and_places,understands; produces,schommel,swing (object),,,	
item_306,school,word,outside_and_places,understands; produces,school,school,,,	
item_307,sneeuw,word,outside_and_places,understands; produces,sneeuw,snow,,,	
item_308,speeltuin,word,outside_and_places,understands; produces,speeltuin,playground,,,	
item_309,steen,word,outside_and_places,understands; produces,steen,stone,,,	
item_310,ster,word,outside_and_places,understands; produces,ster(ren),star(s),,,	
item_311,straat,word,outside_and_places,understands; produces,straat,street,,,	
item_312,strand,word,outside_and_places,understands; produces,strand,beach,,,	
item_313,thuis,word,outside_and_places,understands; produces,thuis,home,,,	
item_314,tuin,word,outside_and_places,understands; produces,tuin,yard,,,	
item_315,vijver,word,outside_and_places,understands; produces,vijver,pond,,,	
item_316,water,word,outside_and_places,understands; produces,water,water (not beverage),,,	
item_317,wind,word,outside_and_places,understands; produces,wind,wind,,,	
item_318,winkel,word,outside_and_places,understands; produces,winkel,store,,,	
item_319,wolk,word,outside_and_places,understands; produces,wolk,cloud,,,	
item_320,zandbak,word,outside_and_places,understands; produces,zandbak,sandbox,,,	
item_321,zee,word,outside_and_places,understands; produces,zee,sea / ocean,,,	
item_322,zon,word,outside_and_places,understands; produces,zon,sun,,,	
item_323,zoo,word,outside_and_places,understands; produces,zoo / dierentuin,zoo,,,	
item_324,zwembad,word,outside_and_places,understands; produces,zwembad,pool,,,
item_156a,outside_and_places_textbox,word,outside_and_places,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_325,baby,word,people,understands; produces,baby,baby,,,	
item_326,babysitter,word,people,understands; produces,babysitter,babysitter,,,	
item_327,broertje,word,people,understands; produces,broer(tje),brother,,,	
item_328,jongen,word,people,understands; produces,jongen,boy,,,	
item_329,kindje,word,people,understands; produces,kind(je),child,,,	
item_330,mama,word,people,understands; produces,mama*,mommy*,,,	
item_331,meisje,word,people,understands; produces,meisje,girl,,,	
item_332,meneer,word,people,understands; produces,meneer,man,,,	
item_333,mensen,word,people,understands; produces,mensen,people,,,	
item_334,mevrouw,word,people,understands; produces,mevrouw,lady,,,	
item_335,naam_babysitter,word,people,understands; produces,naam van babysitter,babysitter's name,,,	
item_336,naam_kind,word,people,understands; produces,naam van kind,child's own name,,,	
item_337,naam_zus_broer,word,people,understands; produces,naam van zusje of broertje,sibling's name,,,	
item_338,oma,word,people,understands; produces,oma*,grandma*,,,	
item_339,oom,word,people,understands; produces,oom / nonkel,uncle,,,	
item_340,opa,word,people,understands; produces,opa*,grandpa*,,,	
item_341,papa,word,people,understands; produces,papa*,daddy*,,,	
item_342,tante,word,people,understands; produces,tante,aunt,,,	
item_343,zusje,word,people,understands; produces,zus(je),sister,,,
item_343a,people_textbox,word,people,understands; produces,"Voor de items met een *, als uw kind iets anders zegt, kunt u het hier invullen. Als u verdere opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_344,aanraken,word,action_words,understands; produces,aanraken / aankomen,touch,,,	
item_345,bijten,word,action_words,understands; produces,bijten,bite,,,	
item_346,blazen,word,action_words,understands; produces,blazen,blow,,,	
item_347,botsen,word,action_words,understands; produces,botsen,bump / crash,,,	
item_348,breken,word,action_words,understands; produces,breken / kapot maken,break,,,	
item_349,brengen,word,action_words,understands; produces,brengen,bring,,,	
item_350,dansen,word,action_words,understands; produces,dansen,dance,,,	
item_351,dicht_doen,word,action_words,understands; produces,dicht doen / dicht maken,close,,,	
item_352,draaien,word,action_words,understands; produces,draaien,turn / spin,,,	
item_353,drinken,word,action_words,understands; produces,drinken,drink (action),,,	
item_354,duwen,word,action_words,understands; produces,duwen,push,,,	
item_355,eten,word,action_words,understands; produces,eten,eat,,,	
item_356,eten_geven,word,action_words,understands; produces,eten geven,feed,,,	
item_357,fietsen,word,action_words,understands; produces,fietsen,cycle (on a bike),,,	
item_358,gaan,word,action_words,understands; produces,gaan / weggaan,go,,,	
item_360,geven,word,action_words,understands; produces,geven,give,,,	
item_362,gooien,word,action_words,understands; produces,gooien / werpen,throw,,,	
item_363,graag_zien,word,action_words,understands; produces,graag zien / houden van / lief vinden,love,,,	
item_366,helpen,word,action_words,understands; produces,helpen,help,,,	
item_367,huilen,word,action_words,understands; produces,huilen / wenen,cry,,,	
item_375,kijken,word,action_words,understands; produces,kijken,look / watch,,,	
item_380,knuffelen,word,action_words,understands; produces,knuffelen / goed vastpakken / stevig vastpakken,hug,,,	
item_383,krijgen,word,action_words,understands; produces,krijgen,get,,,	
item_384,kuisen,word,action_words,understands; produces,kuisen / poetsen / schoonmaken,clean (action),,,	
item_385,kusje_geven,word,action_words,understands; produces,kusje geven / zoenen,kiss,,,	
item_386,lachen,word,action_words,understands; produces,lachen,smile,,,	
item_387,leggen,word,action_words,understands; produces,leggen / zetten / neerzetten,put,,,	
item_388,lezen,word,action_words,understands; produces,lezen,read,,,	
item_395,nemen,word,action_words,understands; produces,nemen,take,,,	
item_396,open_doen,word,action_words,understands; produces,open doen / open maken,open,,,	
item_397,oppassen,word,action_words,understands; produces,oppassen,watch out,,,	
item_398,rennen,word,action_words,understands; produces,rennen / lopen,run / walk,,,	
item_401,rijden,word,action_words,understands; produces,rijden,drive / ride,,,	
item_402,roepen,word,action_words,understands; produces,roepen / schreeuwen,yell,,,	
item_403,schommelen,word,action_words,understands; produces,schommelen,swing,,,	
item_405,schoppen,word,action_words,understands; produces,schoppen / stampen,kick,,,	
item_406,schrijven,word,action_words,understands; produces,schrijven,write,,,	
item_408,slaan,word,action_words,understands; produces,slaan,hit,,,	
item_409,slapen,word,action_words,understands; produces,slapen,sleep,,,	
item_410,spatten,word,action_words,understands; produces,spatten /  pletsen / spetteren,splash,,,	
item_411,spelen,word,action_words,understands; produces,spelen,play,,,	
item_412,springen,word,action_words,understands; produces,springen,jump,,,	
item_413,stoppen,word,action_words,understands; produces,stoppen / ophouden,stop,,,	
item_414,tekenen,word,action_words,understands; produces,tekenen,draw / colour,,,	
item_415,tonen,word,action_words,understands; produces,tonen / wijzen / laten zien / aanwijzen,show,,,	
item_416,trekken,word,action_words,understands; produces,trekken,pull,,,	
item_417,trommelen,word,action_words,understands; produces,trommelen,drum,,,	
item_418,vallen,word,action_words,understands; produces,vallen,fall,,,	
item_419,vegen,word,action_words,understands; produces,vegen,sweep / wipe,,,	
item_420,vliegen,word,action_words,understands; produces,vliegen,fly (action),,,	
item_421,wandelen,word,action_words,understands; produces,wandelen,go for a walk / walking,,,	
item_422,wassen,word,action_words,understands; produces,wassen,wash,,,	
item_423,zeggen,word,action_words,understands; produces,zeggen,say,,,	
item_424,haasten,word,action_words,understands; produces,zich haasten / zich spoeden / opschieten,hurry,,,	
item_425,zien,word,action_words,understands; produces,zien,see,,,	
item_426,zingen,word,action_words,understands; produces,zingen,sing,,,	
item_427,zwemmen,word,action_words,understands; produces,zwemmen,swim,,,
item_427a,action_words_textbox,word,action_words,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_428,s_avonds,word,time_words,understands; produces, 's avonds,at night / evening,,,	
item_429,s_middags,word,time_words,understands; produces, 's middags ,afternoon,,,	
item_430,s_morgens,word,time_words,understands; produces, 's morgens,morning,,,	
item_431,dag,word,time_words,understands; produces,dag,day,,,	
item_432,later,word,time_words,understands; produces,later / straks,later,,,	
item_433,nacht,word,time_words,understands; produces,nacht,night,,,	
item_434,nu,word,time_words,understands; produces,nu,now,,,
item_434a,time_words_textbox,word,time_words,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_435,alles_weg,word,descriptive_words,understands; produces,alles weg / op,all gone,,,	
item_436,bang,word,descriptive_words,understands; produces,bang,scared,,,	
item_437,blauw,word,descriptive_words,understands; produces,blauw,blue,,,	
item_438,blij,word,descriptive_words,understands; produces,blij,happy,,,	
item_439,braaf,word,descriptive_words,understands; produces,braaf,good / nice,,,	
item_440,donker,word,descriptive_words,understands; produces,donker,dark,,,	
item_441,dorst,word,descriptive_words,understands; produces,dorst (hebben),thirsty,,,	
item_442,droog,word,descriptive_words,understands; produces,droog,dry (description),,,	
item_443,beetje,word,descriptive_words,understands; produces,een beetje,a little / a bit,,,	
item_444,goed,word,descriptive_words,understands; produces,goed / O.K.,fine,,,	
item_445,groot,word,descriptive_words,understands; produces,groot,big,,,	
item_446,hard,word,descriptive_words,understands; produces,hard,hard,,,	
item_447,honger,word,descriptive_words,understands; produces,honger (hebben),hungry,,,	
item_448,is_aan_het_slapen,word,descriptive_words,understands; produces,is aan het slapen,asleep,,,	
item_449,kapot,word,descriptive_words,understands; produces,kapot / stuk,broken,,,	
item_450,klein,word,descriptive_words,understands; produces,klein,tiny / little,,,	
item_451,koud,word,descriptive_words,understands; produces,koud,cold,,,	
item_452,leeg,word,descriptive_words,understands; produces,leeg,empty,,,	
item_453,lekker,word,descriptive_words,understands; produces,lekker,good / delicous,,,	
item_454,leuk,word,descriptive_words,understands; produces,leuk / fijn,fun / nice,,,	
item_455,lief,word,descriptive_words,understands; produces,lief / schattig,cute,,,	
item_456,moe,word,descriptive_words,understands; produces,moe,tired,,,	
item_457,mooi,word,descriptive_words,understands; produces,mooi,pretty,,,	
item_458,nat,word,descriptive_words,understands; produces,nat,wet,,,	
item_459,pijn,word,descriptive_words,understands; produces,pijn (hebben),hurt,,,	
item_460,rood,word,descriptive_words,understands; produces,rood,red,,,	
item_461,schoon,word,descriptive_words,understands; produces,schoon / proper,clean (description),,,	
item_462,slecht,word,descriptive_words,understands; produces,slecht,bad,,,	
item_463,snel,word,descriptive_words,understands; produces,snel / vlug,quick / fast,,,	
item_464,stout,word,descriptive_words,understands; produces,stout,naughty,,,	
item_465,vies,word,descriptive_words,understands; produces,vies / vuil / bah!,dirty / yucky,,,	
item_466,voorzichtig,word,descriptive_words,understands; produces,voorzichtig,careful,,,	
item_467,warm,word,descriptive_words,understands; produces,warm / heet,hot,,,	
item_468,zacht,word,descriptive_words,understands; produces,zacht,soft,,,	
item_469,ziek,word,descriptive_words,understands; produces,ziek,sick,,,
item_469a,descriptive_words_textbox,word,descriptive_words,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_470,dat,word,pronouns,understands; produces,dat,that,,,	
item_471,deze,word,pronouns,understands; produces,dit / deze / dees,this / these,,,	
item_472,het,word,pronouns,understands; produces,het,it,,,	
item_473,ik,word,pronouns,understands; produces,ik,I,,,	
item_474,jij,word,pronouns,understands; produces,jij / je,you,,,	
item_475,jouw,word,pronouns,understands; produces,jouw(e) / van jou / de jou(we),your,,,	
item_476,mij,word,pronouns,understands; produces,mij,my,,,	
item_477,mijn,word,pronouns,understands; produces,mijn(e) / van mij,mine,,,	
item_478,wij,word,pronouns,understands; produces,wij,we,,,
item_479,zijn_haar,word,pronouns,understands; produces,zijn / haar,his / her,,,
item_479a,pronouns_textbox,word,pronouns,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_480,hoe,word,question_words,understands; produces,hoe,how,,,	
item_481,waar,word,question_words,understands; produces,waar,where,,,	
item_482,wat,word,question_words,understands; produces,wat,what,,,	
item_483,wie,word,question_words,understands; produces,wie,who,,,
item_483a,question_words_textbox,word,question_words,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_484,aan,word,locations,understands; produces,aan,on,,,	
item_485,achter,word,locations,understands; produces,achter,behind,,,	
item_486,af,word,locations,understands; produces,af,of,,,	
item_487,beneden,word,locations,understands; produces,beneden,down,,,	
item_488,binnenin,word,locations,understands; produces,binnen(in),inside,,,	
item_489,boven,word,locations,understands; produces,boven,above,,,	
item_490,daar,word,locations,understands; produces,daar,there,,,	
item_491,erop,word,locations,understands; produces,erop,on top,,,	
item_492,in,word,locations,understands; produces,in,in,,,	
item_493,onder,word,locations,understands; produces,onder,under,,,	
item_494,terug,word,locations,understands; produces,terug,back,,,	
item_495,uit,word,locations,understands; produces,uit,out,,,	
item_496,voor,word,locations,understands; produces,voor,for,,,	
item_497,weg,word,locations,understands; produces,weg,away,,,
item_497a,locations_textbox,word,locations,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_498,alles,word,quantifiers,understands; produces,alles / allemaal,all,,,	
item_499,andere,word,quantifiers,understands; produces,(een) ander,another,,,	
item_500,geen,word,quantifiers,understands; produces,geen / niemand / niets,nothing / none,,,	
item_501,hetzelfde,word,quantifiers,understands; produces,hetzelfde,the same,,,	
item_502,niet,word,quantifiers,understands; produces,niet,not,,,	
item_503,nog,word,quantifiers,understands; produces,nog / meer,more,,,
item_503a,quantifiers_textbox,word,quantifiers,understands; produces,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_504,steekt_arm_uit,first_gestures,first_gestures,not yet; sometimes; often,1. Steekt arm uit om iets te tonen dat hij / zij vasthoudt.,extends arm to show something,,,
item_505,geeft_voorwerp,first_gestures,first_gestures,not yet; sometimes; often,2. Reikt en geeft een speeltje of een ander voorwerp dat hij / zij vasthoudt.,hands toy or object,,,
item_506,wijst_aan,first_gestures,first_gestures,not yet; sometimes; often,3. Wijst (arm en wijsvinger gestrekt) naar een voorwerp (of iets anders) dat hij / zij interessant vindt. ,points at something,,,
item_507,wuift,first_gestures,first_gestures,not yet; sometimes; often,4. Wuift uit zichzelf ‘da da’ als iemand weggaat.,waves bye bye,,,
item_508,armpjes_omhoog,first_gestures,first_gestures,not yet; sometimes; often,5. Steekt armpjes omhoog als hij / zij (op)gepakt wil worden.,stretches arms to be piched up,,,
item_509,nee_schudden,first_gestures,first_gestures,not yet; sometimes; often,6. Schudt 'nee' met het hoofd.,shakes head 'no',,,
item_510,ja_knikken,first_gestures,first_gestures,not yet; sometimes; often,7. Knikt 'ja'.,nods 'yes',,,
item_511,sst_gebaren,first_gestures,first_gestures,not yet; sometimes; often,8. Gebaart 'sst' door de vinger op de lipjes te leggen.,gestures ssh with finger on lips,,,
item_512,handje_open_dicht,first_gestures,first_gestures,not yet; sometimes; often,9. Vraagt iets door arm uit te strekken en handje open en toe te doen.,asks for something by opening and closing hand,,,
item_513,geeft_kusjes,first_gestures,first_gestures,not yet; sometimes; often,10. Geeft kusjes.,gives kisses,,,
item_514,wrijft_buik,first_gestures,first_gestures,not yet; sometimes; often,11. Wrijft over buik en / of maakt smakkend geluid ('mjam mjam') omdat hij / zij iets lekker vindt.,rubs belly or makes yum yum sound when they like something,,,
item_515,haalt_schouders_op,first_gestures,first_gestures,not yet; sometimes; often,"12. Haalt schouders op om aan te tonen 'alles op', 'alles weg'.",raises shoulders to show 'all gone',,
item_515a,first_gestures_textbox,first_gestures,first_gestures,not yet; sometimes; often,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_516,kiekeboe_spelen,games_and_routines,games_and_routines,no; yes,1. Kiekeboe spelen. / Verstoppertje spelen.,plays peekaboo,,,	
item_517,handjes_draaien_spelen,games_and_routines,games_and_routines,no; yes,2. 'Handjes draaien' spelen. / 'Klappen in je handjes' spelen. / 'Stampen met de voetjes' spelen.,plays pattycake / claps hands,,,	
item_518,tikkertje,games_and_routines,games_and_routines,no; yes,3. Tikkertje spelen. / Achter elkaar lopen of kruipen. / Elkaar achterna lopen of kruipen.,plays chase or tag,,,	
item_519,zelf_zingen,games_and_routines,games_and_routines,no; yes,4. Zingen.,sings,,,	
item_520,zelf_dansen,games_and_routines,games_and_routines,no; yes,5. Dansen.,dances,,,
item_520a,games_and_routines_textbox,games_and_routines,games_and_routines,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_521,eten_lepel,actions_objects,actions_objects,no; yes,1. Eten met lepel of vork.,eat with spoon or fork,,,	
item_522,drinken_beker,actions_objects,actions_objects,no; yes,2. Drinken uit een beker water / melk.,drink from a cup,,,	
item_523,haar_kammen,actions_objects,actions_objects,no; yes,3. Eigen haar kammen of borstelen.,brush own hair,,,	
item_524,tandjes_poetsen,actions_objects,actions_objects,no; yes,4. Tandjes poetsen.,brush teeth,,,	
item_525,afdrogen,actions_objects,actions_objects,no; yes,5. Handen of gezicht afdrogen met een handdoek.,dry hands or face,,,	
item_526,hoed_opzetten,actions_objects,actions_objects,no; yes,6. Hoed op hoofd zetten of afzetten.,put a hat on and off,,,	
item_527,schoen_aan,actions_objects,actions_objects,no; yes,7. Schoen of sok aantrekken of uittrekken.,put shoes or socks on or off,,,	
item_528,ketting_om,actions_objects,actions_objects,no; yes,"8. Halsketting, armband of horloge aandoen / omdoen.",put a necklace, bracelet or watch on,
item_529,oogjes_dicht,actions_objects,actions_objects,no; yes,9. Hoofd neerleggen en oogjes dichtdoen alsof hij / zij slaapt.,pretend to sleep,,,	
item_530,blazen_warm,actions_objects,actions_objects,no; yes,10. Blazen om te tonen dat iets warm is.,blow on something to show it's hot,,,	
item_531,vliegtuig_vliegt,actions_objects,actions_objects,no; yes,11. Vliegtuig vasthouden en doen alsof het vliegt.,hold a plane and pretend it flies,,,	
item_532,telefoneert,actions_objects,actions_objects,no; yes,12. Doen alsof hij / zij telefoneert.,pretend to talk on the phone,,,	
item_533,ruiken,actions_objects,actions_objects,no; yes,13. Ruiken aan bloemen.,smell a flower,,,	
item_534,auto_duwen,actions_objects,actions_objects,no; yes,14. Speelgoedauto of -karretje vooruit duwen.,push a toy car or cart,,,	
item_535,bal_gooien,actions_objects,actions_objects,no; yes,15. Een bal gooien.,throw a ball,,,	
item_536,vloeistof_gieten,actions_objects,actions_objects,no; yes,16. Doen alsof hij / zij vloeistof giet van het ene (glas) in het andere.,(pretend to) pour a liquid,,,	
item_537,voetballen,actions_objects,actions_objects,no; yes,17. Voetballen. / Tegen bal schoppen.,kick a ball,,,	
item_538,potje_zitten,actions_objects,actions_objects,no; yes,18. Op potje zitten.,sit on a potty,,,	
item_539,kaars_uitblazen,actions_objects,actions_objects,no; yes,19. Kaars uitblazen.,blow out candles,,,	
item_540,roeren,actions_objects,actions_objects,no; yes,20. Roeren in een beker of potje.,stir in a cup or bowl,,,
item_540a,actions_objects_textbox,actions_objects,actions_objects,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,	
item_541,instoppen,imitating_adults,beer_pop,no; yes,1. in bed stoppen / leggen.,tuck in bed,,,	
item_542,toedekken,imitating_adults,beer_pop,no; yes,2. toedekken met een deken.,cover with blanket,,,	
item_543,fles_geven,imitating_adults,beer_pop,no; yes,3. de fles geven.,give bottle,,,	
item_544,eten_geven_lepel,imitating_adults,beer_pop,no; yes,4. eten geven met een lepel.,feed with a spoon,,,	
item_545,laten_boeren,imitating_adults,beer_pop,no; yes,5. laten boeren (door bv. klopje op de rug te geven).,burp (by patting back),,,	
item_546,rondrijden,imitating_adults,beer_pop,no; yes,6. rondrijden in buggy.,ride around in buggy,,,	
item_547,wiegen,imitating_adults,beer_pop,no; yes,7. wiegen.,rock,,,	
item_548,een_kusje_geven,imitating_adults,beer_pop,no; yes,8. een kusje geven of knuffelen.,kiss or cuddle,,,	
item_549,schoen_aandoen,imitating_adults,beer_pop,no; yes,"9. schoen, kous of hoed proberen aan te doen.",attempt to put on shoe, sock, hat	
item_550,afvegen,imitating_adults,beer_pop,no; yes,10. zijn handen en gezicht afvegen.,wipe hands and face,,,	
item_551,luier_aandoen,imitating_adults,beer_pop,no; yes,11. een luier / pamper proberen aan te doen.,attempt to put on diaper,,,	
item_552,toespreken,imitating_adults,beer_pop,no; yes,12. toespreken.,speak to it,,,
item_552a,beer_pop_textbox,imitating_adults,beer_pop,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_553,borstel_vegen,imitating_adults,met_objecten,no; yes,1. Met borstel / bezem vegen.,sweep with a brush,,,	
item_554,sleutel_steken,imitating_adults,met_objecten,no; yes,2. Sleutel in deur / slot steken.,put key in lock,,,	
item_555,slaan_hamer,imitating_adults,met_objecten,no; yes,3. Slaan met hamer.,use hammer,,,	
item_556,zaag,imitating_adults,met_objecten,no; yes,4. Een zaag proberen te gebruiken.,attempt to use a saw,,,	
item_557,typen,imitating_adults,met_objecten,no; yes,5. Typen op typemachine of computer,type on typewriter or computer,,,	
item_558,lezen,imitating_adults,met_objecten,no; yes,6. Lezen (doet een boek open en slaat de bladzijden om).,read (opens book and turns pages),,,	
item_559,stofzuigen,imitating_adults,met_objecten,no; yes,7. Stofzuigen.,vacuum something,,,	
item_560,planten_water,imitating_adults,met_objecten,no; yes,8. Planten water geven.,water the plants,,,	
item_561,muziekinstrument,imitating_adults,met_objecten,no; yes,9. (Speelgoed)muziekinstrument bespelen.,play a (toy) instrument,,,	
item_562,rijden_auto,imitating_adults,met_objecten,no; yes,10. Rijden met de auto door aan het stuur te draaien.,drive the car by turning the wheel,,,	
item_563,afwas_doen,imitating_adults,met_objecten,no; yes,11. De afwas doen.,do the dishes,,,	
item_564,poetsen,imitating_adults,met_objecten,no; yes,"12. Poetsen / kuisen met doek, plumeau, ... / Schoonmaken / Opruimen.",clean something,
item_565,schrijven,imitating_adults,met_objecten,no; yes,"13. Schrijven met pen, stift of potlood",write with pen, marker or pencil
item_566,graven,imitating_adults,met_objecten,no; yes,14. Graven met een schop. / Scheppen met een schep.,dig with a (toy) shovel,,,	
item_567,bril_aan,imitating_adults,met_objecten,no; yes,15. Bril aandoen / opzetten.,put on glasses,,,
item_567a,met_objecten_textbox,imitating_adults,met_objecten,no; yes,"Als u opmerkingen of aanvullingen hebt, mag u die hier noteren.",,,
item_example1,fantasy_textbox,fantasy_example,fantasy_example,,,,,