itemID,item,item_type,category,choices,definition,gloss
item01,responde,word,first_signs,no; yes,¿Responde o se da vuelta cuando lo llama por su nombre?,
item02,deja_de_ha,word,first_signs,no; yes,¿Deja de hacer lo que está haciendo (aunque sea por un momento) cuando se le dice “no”?,
item03,busca_a_su,word,first_signs,no; yes,¿Busca a su alrededor cuando escucha que alguien llama a su mamá o a su papá?,
item04,abri_la_boca,word,phrases,produces,Abrí la boca!,
item05,a_la_boca_no,word,phrases,produces,A la boca no!,
item06,chau_adios,word,phrases,produces,Chau/Adios!,
item07,a_dormir,word,phrases,produces,A dormir,
item08,deja_eso,word,phrases,produces,Deja eso/¡dejalo!,
item09,bravo_comprehension,word,phrases,produces,!Bravo!,
item10,cuidado,word,phrases,produces,!Cuidado!,
item11,dame_eso,word,phrases,produces, ¡Dame eso/Dámelo ,
item12,donde_esta,word,phrases,produces,¿Dónde está (el guau guau/la luz)?,
item13,quedate_quieto,word,phrases,produces,!Quedate quieto/ahí!,
item14,mira,word,phrases,produces,Mirá!,
item15,muy_bien,word,phrases,produces,Muy bien!,
item16,basta_para,word,phrases,produces,!Basta/Pará!,
item17,no_toques_eso,word,phrases,produces,!No toques eso!,
item18,levantate,word,phrases,produces,Levantante/parate,
item19,queres_la_leche,word,phrases,produces,Queres la leche/la meme?,
item20,queres_mas,word,phrases,produces,Queres más?,
item21,sentate,word,phrases,produces,Sentate!/Sentadito!,
item22,te_cambio_panial,word,phrases,produces,Te cambio el pañal?,
item23,tenes_hambre,word,phrases,produces,Tenes hambre?,
item24,vamos_comprension,word,phrases,produces,Vamos,
item25,vamos_a_baniarnos,word,phrases,produces,Vamos a bañarnos,
item26,veni,word,phrases,produces,Vení/Vení para acá,
item27,ahi_viene,word,phrases,produces,Ahí viene mami/papi!,
item28,haceme_ojitos,word,phrases,produces,Haceme ojitos!,
item29,me_traes_la,word,phrases,produces,Me traes (la muñeca),
item30,espera,word,phrases,produces,Esperá/Esperate!,
item31,algunos_ni,word,starting_to_talk,not yet; sometimes; often,"Algunos niños repiten las cosas que oyen. A veces repiten parte de una frase, por ejemplo, si oyen “el auto de papá” dicen “papá” o “auto”. Otras veces nueva para ellos. ¿Tu hijo/a imita palabras o partes de frases? ",
item32,a_veces_los,word,starting_to_talk,not yet; sometimes; often,"A veces los niños/as, aunque hablen muy poco van “pidiendo” que se les diga el nombre de las cosas que ven. Puede que señalen algo con el dedo y (¿esto?). ¿Hace tu hijo/a estas cosas?(¿esto?). ¿Hace tu hijo/a estas cosas?pregunten al adulto “¿eto?”",
item33,algunos_n_dicen,word,starting_to_talk,not yet; sometimes; often,Algunos niños dicen los nombres de las cosas que ven. Andan por la casa y dicen los nombres de las cosas o personas que ven ¿Hace esto tu hijo/a?,
item34,am,word,sounds,understands; produces,!AM!,
item35,ay,word,sounds,understands; produces,!AY!,
item36,beemee,word,sounds,understands; produces,Bee / mee,
item37,cuacua,word,sounds,understands; produces,Cua cuá,
item38,guagua,word,sounds,understands; produces,Guau guau/bau bau,
item39,miau,word,sounds,understands; produces,Miau,
item40,muu,word,sounds,understands; produces,Muuu,
item41,piopio,word,sounds,understands; produces,Pio pío,
item42,pum,word,sounds,understands; produces,!PUM!,
item43,quiquiriqui,word,sounds,understands; produces,Qui qui ri quí / Co co ro co,
item44,rumrum,word,sounds,understands; produces,Rum rum,
item45,tutu,word,sounds,understands; produces,Tu tú,
item46,animal,word,animals,understands; produces,Animal,
item47,bicho,word,animals,understands; produces,Bicho,
item48,caballo,word,animals,understands; produces,Caballo,
item49,chancho,word,animals,understands; produces,Chancho,
item50,conejo,word,animals,understands; produces,Conejo,
item51,elefante,word,animals,understands; produces,Elefante,
item52,gallina,word,animals,understands; produces,Gallina,
item53,gato,word,animals,understands; produces,Gato,
item54,jirafa,word,animals,understands; produces,Jirafa,
item55,leon,word,animals,understands; produces,Leon,
item56,lobo,word,animals,understands; produces,Lobo,
item57,mariposa,word,animals,understands; produces,Mariposa,
item58,mono,word,animals,understands; produces,Mono,
item59,oso,word,animals,understands; produces,Oso,
item60,oveja,word,animals,understands; produces,Oveja,
item61,pajaro_pa,word,animals,understands; produces,Pajaro/Pajarito,
item62,paloma,word,animals,understands; produces,Paloma,
item63,pato,word,animals,understands; produces,Pato,
item64,perro,word,animals,understands; produces,Perro,
item65,pescado,word,animals,understands; produces,Pescado/Pececito,
item66,pollito,word,animals,understands; produces,Pollito,
item67,sapa,word,animals,understands; produces,Sapo,
item68,vaca,word,animals,understands; produces,Vaca,
item69,auto,word,vehicles,understands; produces,Auto,
item70,avion,word,vehicles,understands; produces,Avion,
item71,barco,word,vehicles,understands; produces,Barco,
item72,Bicicleta,word,vehicles,understands; produces,Bicicleta/bici,
item73,camion,word,vehicles,understands; produces,Camión,
item74,cochecito,word,vehicles,understands; produces,cochecito,
item75,micro,word,vehicles,understands; produces,micro,
item76,moto,word,vehicles,understands; produces,moto,
item77,triciclo,word,vehicles,understands; produces,triciclo,
item78,tren,word,vehicles,understands; produces,tren,
item79,agua,word,food_drink,understands; produces,agua,
item80,arroz,word,food_drink,understands; produces,arroz,
item81,banana,word,food_drink,understands; produces,banana,
item82,calabaza,word,food_drink,understands; produces,calabaza,
item83,caramelo,word,food_drink,understands; produces,caramelo,
item84,carne,word,food_drink,understands; produces,carne,
item85,coca,word,food_drink,understands; produces,coca,
item86,comida,word,food_drink,understands; produces,comida/papa,
item87,fideos,word,food_drink,understands; produces,fideos,
item88,flan,word,food_drink,understands; produces,flan,
item89,galletita,word,food_drink,understands; produces,galletita,
item90,helado,word,food_drink,understands; produces,helado,
item91,huevo,word,food_drink,understands; produces,huevo,
item92,jugo,word,food_drink,understands; produces,jugo,
item93,leche,word,food_drink,understands; produces,leche,
item94,mandarina,word,food_drink,understands; produces,mandarina,
item95,manzana,word,food_drink,understands; produces,manzana,
item96,mate,word,food_drink,understands; produces,mate,
item97,naranja,word,food_drink,understands; produces,naranja,
item98,pan,word,food_drink,understands; produces,pan,
item99,papas,word,food_drink,understands; produces,papas,
item100,pizza,word,food_drink,understands; produces,pizza,
item101,pollo,word,food_drink,understands; produces,pollo/pollito,
item102,pure,word,food_drink,understands; produces,pure/papilla,
item103,queso,word,food_drink,understands; produces,queso,
item104,tomate,word,food_drink,understands; produces,tomate,
item105,yogurt,word,food_drink,understands; produces,yogurt,
item106,zanahoria,word,food_drink,understands; produces,zanahoria,
item107,anteojos,word,clothing,understands; produces,anteojos,
item108,babero,word,clothing,understands; produces,babero,
item109,buzo,word,clothing,understands; produces,buzo,
item110,campera,word,clothing,understands; produces,campera,
item111,collar,word,clothing,understands; produces,collar,
item112,gorra,word,clothing,understands; produces,gorra,
item113,medias,word,clothing,understands; produces,medias,
item114,pantalon,word,clothing,understands; produces,pantalon,
item115,panial,word,clothing,understands; produces,pañal,
item116,pijama,word,clothing,understands; produces,pijama,
item117,remera,word,clothing,understands; produces,remera,
item118,ropa,word,clothing,understands; produces,ropa,
item119,zapatilla,word,clothing,understands; produces,zapatilla,
item120,zapato,word,clothing,understands; produces,zapato,
item121,boca ,word,body_parts,understands; produces,boca ,
item122,brazo,word,body_parts,understands; produces,brazo,
item123,cabeza,word,body_parts,understands; produces,cabeza,
item124,cara,word,body_parts,understands; produces,cara,
item125,cola,word,body_parts,understands; produces,cola,
item126,dedos,word,body_parts,understands; produces,dedos,
item127,dientes,word,body_parts,understands; produces,dientes,
item128,lengua,word,body_parts,understands; produces,lengua,
item129,mano,word,body_parts,understands; produces,mano,
item130,nariz,word,body_parts,understands; produces,nariz,
item131,ojos,word,body_parts,understands; produces,ojos,
item132,ombligo,word,body_parts,understands; produces,ombligo,
item133,oreja,word,body_parts,understands; produces,oreja,
item134,panza,word,body_parts,understands; produces,panza,
item135,pelo,word,body_parts,understands; produces,pelo,
item136,piernas,word,body_parts,understands; produces,piernas,
item137,pies,word,body_parts,understands; produces,pies,
item138,teta,word,body_parts,understands; produces,teta*,
item139,unias,word,body_parts,understands; produces,uñas,
item140,balde,word,toys,understands; produces,balde,
item141,burbujas,word,toys,understands; produces,burbujas,
item142,globo,word,toys,understands; produces,globo,
item143,hoja,word,toys,understands; produces,hoja,
item144,juguetes,word,toys,understands; produces,juguetes,
item145,lapiz,word,toys,understands; produces,lapiz,
item146,libro,word,toys,understands; produces,libro,
item147,munieca,word,toys,understands; produces,muñeca,
item148,osito,word,toys,understands; produces,osito,
item149,pelota,word,toys,understands; produces,pelota,
item150,almohada,word,household,understands; produces,almohada,
item151,basura,word,household,understands; produces,basura,
item152,botella,word,household,understands; produces,botella,
item153,caja,word,household,understands; produces,caja,
item154,celular,word,household,understands; produces,celular,
item155,cepillo de dientes,word,household,understands; produces,cepillo de dientes,
item156,chupete,word,household,understands; produces,chupete,
item157,cuchara,word,household,understands; produces,cuchara,
item158,escoba,word,household,understands; produces,escoba,
item159,espejo,word,household,understands; produces,espejo,
item160,fotos,word,household,understands; produces,fotos,
item161,frazada,word,household,understands; produces,frazada,
item162,jabon,word,household,understands; produces,jabon,
item163,llave,word,household,understands; produces,llave,
item164,luz,word,household,understands; produces,luz,
item165,mamadera,word,household,understands; produces,mamadera,
item166,papel,word,household,understands; produces,papel,
item167,peine,word,household,understands; produces,peine,
item168,plato,word,household,understands; produces,plato,
item169,shampoo,word,household,understands; produces,shampoo,
item170,taza,word,household,understands; produces,taza,
item171,telefono,word,household,understands; produces,telefono,
item172,tenedor,word,household,understands; produces,tenedor,
item173,toalla,word,household,understands; produces,toalla,
item174,trapo,word,household,understands; produces,trapo,
item175,vaso,word,household,understands; produces,vaso,
item176,baniadera,word,furniture_rooms,understands; produces,bañadera,
item177,banio,word,furniture_rooms,understands; produces,baño,
item178,cajon,word,furniture_rooms,understands; produces,cajón,
item179,cama,word,furniture_rooms,understands; produces,cama,
item180,cocina,word,furniture_rooms,understands; produces,cocina,
item181,computadora,word,furniture_rooms,understands; produces,computadora,
item182,cuna,word,furniture_rooms,understands; produces,cuna,
item183,escaleras,word,furniture_rooms,understands; produces,escaleras,
item184,heladera,word,furniture_rooms,understands; produces,heladera,
item185,horno,word,furniture_rooms,understands; produces,horno,
item186,inodoro,word,furniture_rooms,understands; produces,inodoro,
item187,lavarropas,word,furniture_rooms,understands; produces,lavarropas,
item188,mesa,word,furniture_rooms,understands; produces,mesa,
item189,patio,word,furniture_rooms,understands; produces,patio,
item190,pieza,word,furniture_rooms,understands; produces,pieza,
item191,piso,word,furniture_rooms,understands; produces,piso,
item192,puerta,word,furniture_rooms,understands; produces,puerta,
item193,silla,word,furniture_rooms,understands; produces,silla,
item194,sillon,word,furniture_rooms,understands; produces,sillón,
item195,television,word,furniture_rooms,understands; produces,television,
item196,ventana,word,furniture_rooms,understands; produces,ventana,
item197,arbol,word,outside,understands; produces,árbol,
item198,calesita,word,outside,understands; produces,calesita,
item199,calle,word,outside,understands; produces,calle,
item200,casa,word,outside,understands; produces,casa,
item201,cielo,word,outside,understands; produces,cielo,
item202,cumpleanios,word,outside,understands; produces,cumpleaños,
item203,flor,word,outside,understands; produces,flor,
item204,fuego,word,outside,understands; produces,fuego,
item205,hamaca,word,outside,understands; produces,hamaca,
item206,hojas,word,outside,understands; produces,hojas,
item207,jardin,word,outside,understands; produces,jardin,
item208,lluvia,word,outside,understands; produces,lluvia,
item209,luna,word,outside,understands; produces,luna,
item210,pasto,word,outside,understands; produces,pasto,
item211,pileta,word,outside,understands; produces,pileta,
item212,planta,word,outside,understands; produces,planta,
item213,plaza,word,outside,understands; produces,plaza,
item214,sol,word,outside,understands; produces,sol,
item215,supermercado,word,outside,understands; produces,supermercado,
item216,tierra,word,outside,understands; produces,tierra,
item217,abuela,word,people,understands; produces,abuela*,
item218,abuelo,word,people,understands; produces,abuelo*,
item219,bebe,word,people,understands; produces,bebe*,
item220,doctor,word,people,understands; produces,doctor,
item221,hermana,word,people,understands; produces,hermana*,
item222,hermano,word,people,understands; produces,hermano*,
item223,mama_mami,word,people,understands; produces,mama/mami*,
item224,nena_ninia,word,people,understands; produces,nena/niña,
item225,nene_ninio,word,people,understands; produces,nene/niño,
item226,papa_papi,word,people,understands; produces,papa/papi,
item227,prima,word,people,understands; produces,prima*,
item228,primo,word,people,understands; produces,primo*,
item229,tio,word,people,understands; produces,tio*,
item230,tia,word,people,understands; produces,tia*,
item231,nombre del ninio,word,people,understands; produces,(nombre del niño),
item232,adios-chau,word,games_routines,understands; produces,adios-chau,
item233,al agua pato,word,games_routines,understands; produces,al agua pato,
item234,basta,word,games_routines,understands; produces,basta,
item235,beso_besitos,word,games_routines,understands; produces,beso/besitos,
item236,bravo_routine,word,games_routines,understands; produces,bravo,
item237,buenas noches,word,games_routines,understands; produces,buenas noches,
item238,buenos dias,word,games_routines,understands; produces,buenos días,
item239,cosquillas_cosquillitas,word,games_routines,understands; produces,cosquillas/cosquillitas,
item240,cucu_aca_esta,word,games_routines,understands; produces,cucú/acá está!,
item241,cuidado,word,games_routines,understands; produces,cuidado!,
item242,dale,word,games_routines,understands; produces,dale,
item243,gol,word,games_routines,understands; produces,gol,
item244,gracias,word,games_routines,understands; produces,gracias,
item245,hola,word,games_routines,understands; produces,hola,
item246,no hay mas,word,games_routines,understands; produces,no hay más,
item247,piso,word,games_routines,understands; produces,piso,
item248,pumba,word,games_routines,understands; produces,pumba!,
item249,que linda manito,word,games_routines,understands; produces,que linda manito!,
item250,salud_chin_chin,word,games_routines,understands; produces,salud/chin chin,
item251,shh,word,games_routines,understands; produces,shh,
item252,siesta_noni_noni,word,games_routines,understands; produces,siesta/noni noni,
item253,uno_dos_y_tres,word,games_routines,understands; produces,"uno, dos y tres",
item254,upa,word,games_routines,understands; produces,upa,
item255,vamos_reglas,word,games_routines,understands; produces,vamos,
item256,viva viva,word,games_routines,understands; produces,viva viva!,
item257,ya_esta_listo,word,games_routines,understands; produces,ya está listo!,
item258,abrir,word,action_words,understands; produces,abrir,
item259,acostarse,word,action_words,understands; produces,acostarse(se),
item260,agarrar,word,action_words,understands; produces,agarrar,
item261,apagar,word,action_words,understands; produces,apagar,
item262,bailar,word,action_words,understands; produces,bailar,
item263,bajar_se,word,action_words,understands; produces,bajar(se),
item264,baniar_se,word,action_words,understands; produces,bajar(se),
item265,buscar,word,action_words,understands; produces,buscar,
item266,caer,word,action_words,understands; produces,caer,
item267,caminar,word,action_words,understands; produces,caminar,
item268,cantar,word,action_words,understands; produces,cantar,
item269,cerrar,word,action_words,understands; produces,cerrar,
item270,comer_se,word,action_words,understands; produces,comer(se),
item271,correr,word,action_words,understands; produces,correr,
item272,dar,word,action_words,understands; produces,dar,
item273,dejar,word,action_words,understands; produces,dejar,
item274,dibujar,word,action_words,understands; produces,dibujar,
item275,escuchar,word,action_words,understands; produces,escuchar,
item276,esperar,word,action_words,understands; produces,esperar,
item277,estar_estoy,word,action_words,understands; produces,"estar(estoy, estas …)",
item278,guardar ,word,action_words,understands; produces,guardar ,
item279,gustar,word,action_words,understands; produces,gustar,
item280,hablar,word,action_words,understands; produces,hablar,
item281,ir_se_voy,word,action_words,understands; produces,"ir(se) (voy, vas, vamos)",
item282,jugar,word,action_words,understands; produces,jugar,
item283,juntar,word,action_words,understands; produces,juntar,
item284,lavar_se,word,action_words,understands; produces,lavar(se),
item285,levantarse,word,action_words,understands; produces,levantarse,
item286,llamar,word,action_words,understands; produces,llamar,
item287,llevar_se,word,action_words,understands; produces,llevar(se),
item288,llorar,word,action_words,understands; produces,llorar,
item289,mirar,word,action_words,understands; produces,mirar,
item290,morder,word,action_words,understands; produces,morder,
item291,mostrar,word,action_words,understands; produces,mostrar,
item292,peinar_se,word,action_words,understands; produces,peinar(se),
item293,pintar,word,action_words,understands; produces,pintar,
item294,poner_se,word,action_words,understands; produces,poner(se),
item295,prender,word,action_words,understands; produces,prender,
item296,quedarse,word,action_words,understands; produces,quedarse,
item297,querer,word,action_words,understands; produces,querer,
item298,quitar_se,word,action_words,understands; produces,quitar(se)/sacar(se),
item299,salir,word,action_words,understands; produces,salir,
item300,saltar,word,action_words,understands; produces,saltar,
item301,soplar,word,action_words,understands; produces,soplar,
item302,subir_se,word,action_words,understands; produces,subir(se),
item303,tener,word,action_words,understands; produces,tener,
item304,tirar,word,action_words,understands; produces,tirar,
item305,tocar,word,action_words,understands; produces,tocar,
item306,tomar_se,word,action_words,understands; produces,tomar(se),
item307,traer,word,action_words,understands; produces,traer,
item308,venir _vengo_ vas,word,action_words,understands; produces,"venir (vengo, vas, …)",
item309,dormir_se,word,action_words,understands; produces,dormir(se),
item310,entrar,word,action_words,understands; produces,entrar,
item311,parar_se,word,action_words,understands; produces,parar(se),
item312,pegar,word,action_words,understands; produces,pegar,
item313,ahora,word,time_words,understands; produces,ahora,
item314,despues,word,time_words,understands; produces,despues,
item315,dia,word,time_words,understands; produces,día,
item316,maniana,word,time_words,understands; produces,mañana,
item317,noche,word,time_words,understands; produces,noche,
item318,tarde,word,time_words,understands; produces,tarde,
item319,caca_popo,word,descriptive_words,understands; produces,caca/popó,
item320,sucio,word,descriptive_words,understands; produces,sucio,
item321,asqueroso_asco,word,descriptive_words,understands; produces,asqueroso/asco,
item322,caliente,word,descriptive_words,understands; produces,caliente,
item323,cansado_a,word,descriptive_words,understands; produces,cansado/a,
item324,chiquito_chiquitito,word,descriptive_words,understands; produces,chiquito/chiquitito,
item325,enfermo_a,word,descriptive_words,understands; produces,enfermo/a,
item326,enojado_chinchudo,word,descriptive_words,understands; produces,enojado/chinchudo,
item327,feliz,word,descriptive_words,understands; produces,feliz,
item328,feo,word,descriptive_words,understands; produces,feo,
item329,frio,word,descriptive_words,understands; produces,frío,
item330,grande,word,descriptive_words,understands; produces,grande,
item331,hambre,word,descriptive_words,understands; produces,hambre,
item332,limpio_a,word,descriptive_words,understands; produces,limpio/a,
item333,linda_o,word,descriptive_words,understands; produces,linda/o,
item334,loco_a,word,descriptive_words,understands; produces,loco/a,
item335,malo_a,word,descriptive_words,understands; produces,malo/a,
item336,miedo_susto,word,descriptive_words,understands; produces,miedo/susto,
item337,mojado,word,descriptive_words,understands; produces,mojado,
item338,pesado,word,descriptive_words,understands; produces,pesado,
item339,rapido,word,descriptive_words,understands; produces,rápido,
item340,rico_a,word,descriptive_words,understands; produces,rico/a,
item341,roto_a,word,descriptive_words,understands; produces,roto/a,
item342,sed,word,descriptive_words,understands; produces,sed,
item343,tranquilo_a,word,descriptive_words,understands; produces,tranquilo/a,
item343,ese_esa_eso,word,pronouns,understands; produces,ese/esa/eso,
item344,esos_esas,word,pronouns,understands; produces,esos/esas,
item345,esta_este_esto,word,pronouns,understands; produces,esta/este/esto,
item346,estas_estos,word,pronouns,understands; produces,estas/estos,
item347,le_ dale,word,pronouns,understands; produces,le/ (dale),
item348,lo_traelo,word,pronouns,understands; produces,lo (traelo),
item349,los _guardalos,word,pronouns,understands; produces,los (guardalos),
item350,mi,word,pronouns,understands; produces,mi,
item351,mia_mio,word,pronouns,understands; produces,mía/mío,
item352,me _dame,word,pronouns,understands; produces,me (dame),
item353,tuya_tuyo,word,pronouns,understands; produces,tuya/tuyo,
item354,vos,word,pronouns,understands; produces,vos,
item355,yo,word,pronouns,understands; produces,yo,
item356,como,word,question_words,understands; produces,como?,
item357,cual,word,question_words,understands; produces,cual?,
item358,donde,word,question_words,understands; produces,donde?,
item359,porque,word,question_words,understands; produces,porque?,
item360,que,word,question_words,understands; produces,que?,
item361,quien,word,question_words,understands; produces,quien?,
item362,con,word,quantifiers,understands; produces,con,
item363,el,word,quantifiers,understands; produces,el,
item364,en,word,quantifiers,understands; produces,en,
item365,la,word,quantifiers,understands; produces,la,
item366,parar,word,quantifiers,understands; produces,parar,
item367,un,word,quantifiers,understands; produces,un,
item368,una,word,quantifiers,understands; produces,una,
item369,unas_unos,word,quantifiers,understands; produces,unas/unos,
item370,asi,word,quantifiers,understands; produces,asi,
item371,bien,word,quantifiers,understands; produces,bien,
item372,despacio,word,quantifiers,understands; produces,despacio,
item373,mal,word,quantifiers,understands; produces,mal,
item374,mas,word,quantifiers,understands; produces,más,
item375,mucho,word,quantifiers,understands; produces,mucho,
item376,no,word,quantifiers,understands; produces,noche,
item377,otro_otra vez,word,quantifiers,understands; produces,otro/otra vez,
item378,poco_poquito,word,quantifiers,understands; produces,poco/poquito,
item379,si_afirmacion,word,quantifiers,understands; produces,si(afirmación),
item380,todo_toda,word,quantifiers,understands; produces,todo/toda,
item381,ya,word,quantifiers,understands; produces,ya,
item382,abajo,word,locations,understands; produces,abajo,
item383,aca,word,locations,understands; produces,acá,
item384,adentro,word,locations,understands; produces,adentro,
item385,afuera,word,locations,understands; produces,afuera,
item386,ahi,word,locations,understands; produces,ahí,
item387,alla,word,locations,understands; produces,allá,
item388,arriba,word,locations,understands; produces,arriba,
item389,atras,word,locations,understands; produces,atrás,
item390,cerca_cerquita,word,locations,understands; produces,cerca/cerquita,
item391,estira_su,word,gestures_first,not yet; sometimes; often,1. Estira su brazo para mostrarte algo que tiene en la mano.,
item392,trata_de_darte,word,gestures_first,not yet; sometimes; often,2. Trata de darte algún juguete u objeto que tiene en la mano.,
item393,seniala_con,word,gestures_first,not yet; sometimes; often,3. Señala (con la mano y el dedo índice extendidos) algún objeto o situación interesante.,
item394,dice_chau,word,gestures_first,not yet; sometimes; often,4. Dice “chau” con la mano cuando alguien se va sin que se le pida que lo haga.,
item395,levanta_los,word,gestures_first,not yet; sometimes; often,5. Levanta los brazos para que le hagan “upa”.,
item396,hace_gesto_no,word,gestures_first,not yet; sometimes; often,6. Hace el gesto de “no” con la cabeza.,
item397,hace_gesto_si,word,gestures_first,not yet; sometimes; often,7. Hace el gesto de “sí” con la cabeza,
item398,estira_la,word,gestures_first,not yet; sometimes; often,"8. Estira la mano, a veces acompañado de un sonido cuando quiere pedir algo.",
item399,tira_besitos,word,gestures_first,not yet; sometimes; often,9. Tira besitos.,
item400,aprieta_los,word,gestures_first,not yet; sometimes; often,10. Aprieta los labios diciendo “mmmm” como manera de expresar que algo está rico.,
item401,frunce_la,word,gestures_first,not yet; sometimes; often,11. Frunce la nariz como manera de decir que algo no le gusta.,
item402,pega_o,word,gestures_first,not yet; sometimes; often,12. Pega o aparta los objetos para expresar enojo o disgusto.,
item403,levanta_hombros,word,gestures_first,not yet; sometimes; often,13. Levanta los hombros y/o las manos hacia los lados como para decir “se fue”.,
item404,llama_alguien,word,gestures_first,not yet; sometimes; often,14. Llama a alguien con la mano haciendo el gesto de “vení”.,
item405,aplaude,word,gestures_games,no; yes,1. Aplaude festejando (“bravo” “viva viva!”),
item406,hace_ojitos,word,gestures_games,no; yes,2. Hace ojitos.,
item407,juega_a_este,word,gestures_games,no; yes,"3. Juega a “este compró un huevito, este lo cocino…”",
item408,juega_incy,word,gestures_games,no; yes,4. Juega a “Inci Wincy araña…”,
item409,juega_esconderse,word,gestures_games,no; yes,5. Juega a esconderse con sus manos en la cara o detrás de muebles o cortinas.,
item410,juega_cosquillas,word,gestures_games,no; yes,6. Juega a las cosquillitas.,
item411,juega_saco,word,gestures_games,no; yes,"7. Juega a “Saco una manito, la hago bailar…”",
item412,hace_sana,word,gestures_games,no; yes,8. Hace “sana sana colita de rana…”,
item413,baila,word,gestures_games,no; yes,9. Baila,
item414,come_con,word,gestures_objects,no; yes,1. Come con la cuchara o el tenedor.,
item415,toma_algun,word,gestures_objects,no; yes,2. Toma algún líquido de un vaso o una taza.,
item416,se_peina,word,gestures_objects,no; yes,3. Se peina o se cepilla el pelo.,
item417,intenta_lav,word,gestures_objects,no; yes,4. Intenta lavarse los dientes.,
item418,se_seca,word,gestures_objects,no; yes,5. Se seca la cara con una toalla.,
item419,se_pone,word,gestures_objects,no; yes,6. Se pone un gorro o un sombrero.,
item420,se_pone_zapato,word,gestures_objects,no; yes,7. Se pone un zapato o una media.,
item421,se_pone_collar,word,gestures_objects,no; yes,"8. Se pone un collar, una pulsera, unos lentes, etc.",
item422,se_cuelga,word,gestures_objects,no; yes,9. Se cuelga la cartera o se pone los zapatos de un adulto.,
item423,sopla,word,gestures_objects,no; yes,10. Sopla o sacude la mano para indicar que algo está caliente.,
item424,se_hace,word,gestures_objects,no; yes,11. Se hace el dormido.,
item425,se_pone_el,word,gestures_objects,no; yes,12. Se pone el teléfono en la oreja.,
item426,huele,word,gestures_objects,no; yes,13. Huele flores.,
item427,empuja,word,gestures_objects,no; yes,14. Empuja un autito o camión.,
item428,patea,word,gestures_objects,no; yes,15. Patea o tira una pelota.,
item429,prende,word,gestures_objects,no; yes,16. Prende y apaga la luz.,
item430,hacer_dormir,word,gestures_parent,no; yes,"1. Hacer dormir a un muñeco como si fuera un bebé (acostarlo, taparlo, hamacarlo etc.)",
item431,darle,word,gestures_parent,no; yes,"2. Darle la mamadera, el chupete o darle de comer con una cuchara a un muñeco",
item432,darle_besitos,word,gestures_parent,no; yes,3. Darle besitos (al muñeco).,
item433,tratar,word,gestures_parent,no; yes,4. Tratar de vestir o ponerle un pañal a un muñeco.,
item434,hablarle,word,gestures_parent,no; yes,5. Hablarle o cantarle (al muñeco).,
item435,barre,word,gestures_parent,no; yes,6. Barre o pasa un trapo.,
item436,trata_de_meter,word,gestures_parent,no; yes,7. Trata de meter la llave en la puerta.,
item437,golpea_con,word,gestures_parent,no; yes,8. Golpea con un martillo.,
item438,juega_a_cocinar,word,gestures_parent,no; yes,9. Juega a cocinar.,
item439,juega_con,word,gestures_parent,no; yes,10. Juega con la pantalla del celular.,
item440,hace_que,word,gestures_parent,no; yes,11. Hace que saca fotos.,
item441,juega_a_que,word,gestures_parent,no; yes,"12. Juega a que está leyendo (abre el libro, pasa las páginas, etc.).",
item442,hace_que,word,gestures_parent,no; yes,13. Hace que riega las plantas.,
item443,trata_tocar,word,gestures_parent,no; yes,"14. Trata de tocar un instrumento musical (guitarra, tambor, etc.).",
item444,juega_manejar,word,gestures_parent,no; yes,15. Juega a manejar el coche.,
item445,limpia_la,word,gestures_parent,no; yes,16. Limpia la mesa con un trapo.,
item446,trata_escribir,word,gestures_parent,no; yes,17. Trata de escribir con un lápiz o una lapicera.,
item447,a_los_ninios,example,gestures_examples,,"A los niños les gusta jugar con un objeto como si fuera otra cosa. Por ejemplo, pueden agarrar el control del televisor y ponérselo en la oreja como si fuera un teléfono, o hacer como que una caja es un camión, o que un lápiz es un avión. ¿Viste a tu hijo/a hacer juegos parecidos?",
